"학교명","학교급","주소"
"정발고등학교","고등학교","경기도 고양시 일산동구 정발산로 185"
"서울개운초등학교","초등학교","서울특별시 성북구 정릉로48길 52"
"마천초등학교","초등학교","경상남도 함양군 마천면 마천삼정로 126"
"덕수초등학교","초등학교","제주특별자치도 서귀포시 안덕면 덕수서로 10"
"덕정초등학교","초등학교","경상남도 김해시 대청로 31"
"영천초등학교","초등학교","경상남도 양산시 동면 영천4길 6"
"외동초등학교","초등학교","경상남도 창원시 성산구 토월로43번길 14"
"수원북중학교","중학교","경기도 수원시 장안구 광교산로 37"
"상리초등학교","초등학교","부산광역시 영도구 상리로 38"
"사내초등학교","초등학교","강원특별자치도 화천군 사내면 사내로3길 13"
"창문여자중학교","중학교","서울특별시 강북구 월계로 61"
"춘양중학교","중학교","경상북도 봉화군 춘양면 서원촌길 8-14"
"대구북동초등학교","초등학교","대구광역시 달성군 논공읍 논공로11길 18"
"한벌초등학교","초등학교","충청북도 청주시 서원구 흥덕로 16"
"하남초등학교","초등학교","부산광역시 사하구 하신번영로 186"
"삼죽초등학교","초등학교","경기도 안성시 삼죽면 삼죽초교길 20"
"김해가야초등학교","초등학교","경상남도 김해시 분성로3번길 45"
"법성중학교","중학교","전라남도 영광군 법성면 대덕길4길 147"
"배곧중학교","중학교","경기도 시흥시 배곧4로 72"
"경기항공고등학교","고등학교","경기도 광명시 새터안로 20"
"본량초등학교","초등학교","광주광역시 광산구 용진로 323"
"대륜고등학교","고등학교","대구광역시 수성구 달구벌대로 2700"
"계성초등학교","초등학교","서울특별시 서초구 신반포로19길 23"
"장수고등학교","고등학교","전북특별자치도 장수군 장수읍 장천로 254-16"
"거제초등학교","초등학교","경상남도 거제시 거제면 읍내로2길 20"
"속리초등학교","초등학교","충청북도 보은군 장안면 장안2길 2"
"천의초등학교","초등학교","충청남도 당진시 정미면 천평로 30"
"이천경남중학교","중학교","경기도 이천시 설성면 설성로15번길 26"
"천안희망초등학교","초등학교","충청남도 천안시 동남구 단대로 21-7"
"목포부주초등학교","초등학교","전라남도 목포시 남악2로22번길 37"
"진경여자중학교","중학교","전북특별자치도 익산시 황등면 황등서로 104"
"안민초등학교","초등학교","부산광역시 동래구 온천천로381번길 19"
"당곡중학교","중학교","서울특별시 관악구 봉천로13길 101"
"신평초등학교","초등학교","전북특별자치도 임실군 신평면 가덕로 683"
"서울창천초등학교","초등학교","서울특별시 마포구 백범로1길 56"
"고양국제고등학교","고등학교","경기도 고양시 일산동구 위시티4로 112"
"금지중학교","중학교","전북특별자치도 남원시 금지면 요천로 443-9"
"삼정고등학교","고등학교","부산광역시 북구 시랑로118번길 53"
"경원중학교","중학교","경상남도 창원시 성산구 두대로 195"
"조암중학교","중학교","대구광역시 달서구 조암로 59"
"수원제일중학교","중학교","경기도 수원시 팔달구 수성로244번길 37-52"
"보안중학교","중학교","전북특별자치도 부안군 보안면 영전길 37"
"도계초등학교","초등학교","강원특별자치도 삼척시 도계읍 도계로 265"
"대전오류초등학교","초등학교","대전광역시 중구 오류로 46"
"원통중학교","중학교","강원특별자치도 인제군 북면 원통로 285"
"백석중학교","중학교","서울특별시 강서구 등촌로51나길 35"
"상당초등학교","초등학교","충청북도 청주시 상당구 동남로 151"
"서울문백초등학교","초등학교","서울특별시 금천구 시흥대로47길 43-1"
"하원초등학교","초등학교","제주특별자치도 서귀포시 월평하원로 149"
"양영중학교","중학교","경기도 성남시 분당구 돌마로486번길 23"
"효성초등학교","초등학교","경기도 수원시 팔달구 월드컵로 256"
"사천초등학교","초등학교","강원특별자치도 강릉시 사천면 미노길 46"
"영파여자고등학교","고등학교","서울특별시 송파구 올림픽로 565"
"대구가톨릭대학교사범대학부속무학중학교","중학교","경상북도 경산시 하양읍 금송로 71-11"
"교동초등학교","초등학교","강원특별자치도 춘천시 교동길 29"
"서천여자정보고등학교","고등학교","충청남도 서천군 서천읍 화금서길 45"
"봉대초등학교","초등학교","강원특별자치도 원주시 혁신로 300"
"대관초등학교","초등학교","충청남도 보령시 대관초등길 97"
"정관중학교","중학교","부산광역시 기장군 정관읍 정관로 531"
"상현고등학교","고등학교","경기도 용인시 수지구 법조로 222"
"완도여자중학교","중학교","전라남도 완도군 완도읍 노두목길 20"
"삼척남초등학교","초등학교","강원특별자치도 삼척시 동해대로 3783-22"
"목일중학교","중학교","서울특별시 양천구 목동동로8길 70"
"목포공업고등학교","고등학교","전라남도 목포시 용당로 100"
"삼례초등학교","초등학교","전북특별자치도 완주군 삼례읍 후정로 30"
"장성여자고등학교","고등학교","강원특별자치도 태백시 일광마을길 8-12"
"온곡중학교","중학교","서울특별시 노원구 노원로 492"
"서울잠동초등학교","초등학교","서울특별시 송파구 올림픽로35길 122"
"신탄진고등학교","고등학교","대전광역시 대덕구 신탄진북로 14"
"이천매곡초등학교","초등학교","경기도 이천시 호법면 이섭대천로96번길 8"
"두촌중학교","중학교","강원특별자치도 홍천군 두촌면 증골길 61"
"덕명여자중학교","중학교","부산광역시 부산진구 봉수로 13"
"산내초등학교","초등학교","대전광역시 동구 산내로 1292"
"당정중학교","중학교","경기도 군포시 이당로 152"
"은행고등학교","고등학교","경기도 시흥시 은행고길 85"
"한들물빛중학교","중학교","충청남도 아산시 탕정면 한들물빛3로 35"
"대관령초등학교","초등학교","강원특별자치도 평창군 대관령면 도암새싹길 11"
"서수초등학교","초등학교","전북특별자치도 군산시 서수면 항쟁로 199"
"내산초등학교","초등학교","부산광역시 동래구 중앙대로1335번길 38"
"서울대림초등학교","초등학교","서울특별시 동작구 대방동1길 22"
"섬강중학교","중학교","강원특별자치도 원주시 지정면 가곡로 40"
"광주용봉초등학교","초등학교","광주광역시 북구 서암대로144번길 11"
"오덕초등학교","초등학교","강원특별자치도 철원군 동송읍 오덕로 159"
"충주용산초등학교","초등학교","충청북도 충주시 남산로 109"
"대자중학교","중학교","광주광역시 서구 하남대로680번길 27"
"선정중학교","중학교","서울특별시 은평구 서오릉로20길 19"
"기성초등학교","초등학교","경상남도 거제시 사등면 언양로 541"
"서울장곡초등학교","초등학교","서울특별시 성북구 장월로23길 16"
"진영대흥초등학교","초등학교","경상남도 김해시 진영읍 진영로120번길 2-4"
"관설초등학교","초등학교","강원특별자치도 원주시 치악로 1355"
"부안초등학교","초등학교","강원특별자치도 춘천시 서부대성로239번길 70"
"별망중학교","중학교","경기도 안산시 단원구 초지1로 35"
"산양초등학교","초등학교","경상남도 통영시 산양읍 산양중앙로 27"
"상신중학교","중학교","서울특별시 은평구 증산로15길 61"
"세종국제고등학교","고등학교","세종특별자치시 달빛1로 251"
"안산중학교","중학교","경기도 안산시 상록구 수인로 1981"
"원주의료고등학교","고등학교","강원특별자치도 원주시 문막읍 원문로 1756"
"화정초등학교","초등학교","울산광역시 동구 대송9길 55"
"청양고등학교","고등학교","충청남도 청양군 청양읍 문화예술로 149"
"포항과학기술고등학교","고등학교","경상북도 포항시 남구 구룡포읍 호미로 341"
"종촌고등학교","고등학교","세종특별자치시 달빛1로 60"
"대동고등학교","고등학교","부산광역시 사하구 을숙도대로709번길 27"
"안일초등학교","초등학교","경기도 안양시 만안구 안양천서로 339"
"남주중학교","중학교","제주특별자치도 서귀포시 동홍로303번길 14"
"철원고등학교","고등학교","강원특별자치도 철원군 철원읍 금학로251번안길 12"
"수정초등학교","초등학교","부산광역시 동구 진성로 29"
"양성초등학교","초등학교","경기도 안성시 양성면 옥단길 43"
"보령중학교","중학교","충청남도 보령시 주포면 보령읍성길 87-37"
"배양초등학교","초등학교","충청남도 홍성군 금마면 금마로 23-24"
"안산성호중학교","중학교","경기도 안산시 상록구 구룡서길 21-11"
"중동초등학교","초등학교","경기도 부천시 원미구 심중로75번길 37"
"야음초등학교","초등학교","울산광역시 남구 산업로355번길 111"
"상북중학교","중학교","울산광역시 울주군 상북면 상북로 162"
"청란여자고등학교","고등학교","대전광역시 중구 보문로95번길 40"
"태장고등학교","고등학교","경기도 수원시 영통구 영통로 250"
"성보경영고등학교","고등학교","경기도 성남시 수정구 논골로 82"
"통진중학교","중학교","경기도 김포시 통진읍 김포대로 2165"
"군북고등학교","고등학교","경상남도 함안군 군북면 사군로 1558"
"덕산초등학교","초등학교","경상남도 창원시 진해구 덕산로46번길 15"
"모산초등학교","초등학교","충청남도 아산시 배방읍 배방로 58-52"
"풍납중학교","중학교","서울특별시 송파구 올림픽로43길 20"
"금구초등학교","초등학교","전북특별자치도 김제시 금구면 금구로 40"
"순천삼산초등학교","초등학교","전라남도 순천시 삼산초등길 39"
"안심중학교","중학교","대구광역시 동구 안심로 237"
"일동중학교","중학교","경기도 포천시 일동면 화동로1099번길 39"
"법환초등학교","초등학교","제주특별자치도 서귀포시 이어도로 879"
"대구북비산초등학교","초등학교","대구광역시 서구 통학로48길 7"
"아산세교중학교","중학교","충청남도 아산시 배방읍 동방로 172"
"설악초등학교","초등학교","강원특별자치도 속초시 청봉로 51"
"운담초등학교","초등학교","경기도 포천시 일동면 화동로 1239"
"동면초등학교","초등학교","경상남도 양산시 동면 내송큰들1길 14"
"상하초등학교","초등학교","전북특별자치도 고창군 상하면 상하1길 36"
"하당초등학교","초등학교","충청북도 음성군 원남면 하초로 35-4"
"서울장월초등학교","초등학교","서울특별시 성북구 한천로101길 66"
"서울여자고등학교","고등학교","서울특별시 마포구 백범로25길 34"
"동래여자고등학교","고등학교","부산광역시 금정구 체육공원로 20"
"서울신자초등학교","초등학교","서울특별시 광진구 뚝섬로46길 64"
"서울안산초등학교","초등학교","서울특별시 서대문구 통일로 321"
"광산초등학교","초등학교","강원특별자치도 고성군 간성읍 진부령로 2427"
"장승초등학교","초등학교","전북특별자치도 진안군 부귀면 곰티로 1287"
"창북초등학교","초등학교","전북특별자치도 부안군 계화면 창북중앙길 115"
"매안초등학교","초등학교","전라남도 순천시 해룡면 좌야로 16"
"창의경영고등학교","고등학교","경기도 광명시 기아로13번안길 9-9"
"군산나운초등학교","초등학교","전북특별자치도 군산시 신설로 50"
"양화중학교","중학교","서울특별시 영등포구 당산로 56"
"오학초등학교","초등학교","경기도 여주시 도예로 117"
"호암초등학교","초등학교","부산광역시 수영구 호암로 57"
"경북대학교사범대학부설고등학교","고등학교","대구광역시 중구 달구벌대로 2178"
"가락초등학교","초등학교","세종특별자치시 마음로 208"
"소사초등학교","초등학교","경기도 부천시 소사구 은성로 58"
"흥전초등학교","초등학교","강원특별자치도 삼척시 도계읍 흥전안길 137"
"풍천풍서초등학교","초등학교","경상북도 안동시 풍천면 풍요5길 9"
"철원여자고등학교","고등학교","강원특별자치도 철원군 동송읍 이평로123번길 40"
"대구경진초등학교","초등학교","대구광역시 북구 경진로12길 5"
"금송중학교","중학교","경상남도 양산시 동면 사송로 99-20"
"부천남초등학교","초등학교","경기도 부천시 소사구 성주로270번길 16-1"
"계룡중학교","중학교","충청남도 계룡시 서금암5길 17"
"유천초등학교","초등학교","경상북도 청도군 청도읍 유천강변길 68"
"병영상업고등학교","고등학교","전라남도 강진군 병영면 하멜로 372"
"문경여자중학교","중학교","경상북도 문경시 돈달로 15"
"노화중앙초등학교","초등학교","전라남도 완도군 노화읍 이목25번길 49-13"
"백화초등학교","초등학교","충청남도 태안군 태안읍 다락미1길 85"
"은광여자고등학교","고등학교","서울특별시 강남구 남부순환로359길 36"
"이의중학교","중학교","경기도 수원시 영통구 법조로 129"
"동백중학교","중학교","경기도 용인시 기흥구 동백중앙로 385"
"마암초등학교","초등학교","전북특별자치도 임실군 운암면 마암2길 84"
"미르초등학교","초등학교","세종특별자치시 나리로 26-16"
"유등초등학교","초등학교","전북특별자치도 순창군 유등면 유등로 413"
"청룡초등학교장고분교장","초등학교","충청남도 보령시 오천면 장고도2길 18"
"부산동여자고등학교","고등학교","부산광역시 수영구 남천서로32번길 39"
"북삼초등학교","초등학교","경상북도 칠곡군 북삼읍 인평중앙로 43"
"무을중학교","중학교","경상북도 구미시 무을면 무등2길 21-14"
"신남중학교","중학교","서울특별시 양천구 중앙로29길 109"
"현산중학교","중학교","경기도 고양시 일산서구 일청로 85"
"초성초등학교","초등학교","경기도 연천군 청산면 학담로 104"
"화창초등학교","초등학교","경기도 안양시 만안구 양화로217번길 30"
"제주중앙초등학교","초등학교","제주특별자치도 제주시 서사로18길 40"
"녹동초등학교","초등학교","전라남도 고흥군 도양읍 천마로 83"
"조성남초등학교","초등학교","전라남도 보성군 조성면 산정길 2"
"서울당산초등학교","초등학교","서울특별시 영등포구 선유로55길 32"
"장기초등학교","초등학교","경기도 김포시 김포한강2로 173"
"인천석정초등학교","초등학교","인천광역시 남동구 석정로539번길 32"
"시랑초등학교","초등학교","경기도 안산시 상록구 충장로 670"
"김천동부초등학교","초등학교","경상북도 김천시 황산로 83-15"
"용정초등학교","초등학교","강원특별자치도 철원군 동송읍 상노2길 11"
"계양고등학교","고등학교","인천광역시 계양구 계양문화로 177"
"대구효목초등학교","초등학교","대구광역시 동구 화랑로27길 25"
"한성여자중학교","중학교","서울특별시 성북구 삼선교로16길 118"
"백의초등학교","초등학교","경기도 연천군 청산면 청창로 726"
"전남과학고등학교","고등학교","전라남도 나주시 금천면 오강길 33"
"충주중학교","중학교","충청북도 충주시 거룡2길 14"
"서울대모초등학교","초등학교","서울특별시 강남구 광평로20길 27"
"의정부효자초등학교","초등학교","경기도 의정부시 부용로204번길 16"
"신원중학교","중학교","경기도 고양시 덕양구 신원2로 6"
"서울청계초등학교","초등학교","서울특별시 노원구 공릉로 431"
"백동초등학교","초등학교","경상남도 양산시 백동길 19-24"
"늘푸른초등학교","초등학교","경기도 성남시 분당구 정자일로 87"
"대구하빈초등학교","초등학교","대구광역시 달성군 하빈면 하빈로 391-1"
"천천고등학교","고등학교","경기도 수원시 장안구 정자로42번길 31"
"경북외국어고등학교","고등학교","경상북도 구미시 금오산로 198-10"
"운산초등학교","초등학교","강원특별자치도 강릉시 운산길 79-15"
"동진초등학교","초등학교","경상남도 진주시 도동로184번길 13"
"상평초등학교오색분교장","초등학교","강원특별자치도 양양군 서면 설악로 1173"
"용문중학교","중학교","경상북도 예천군 용문면 상금시장길 45-2"
"성주초등학교","초등학교","경상남도 창원시 성산구 가음정로 127"
"논산여자상업고등학교","고등학교","충청남도 논산시 시민로 197"
"부석초등학교","초등학교","충청남도 서산시 부석면 취평2길 37-6"
"양평동초등학교","초등학교","경기도 양평군 양평읍 창대길 20-8"
"한국미래산업고등학교","고등학교","경상북도 영주시 영봉로 49"
"남양고등학교","고등학교","경기도 화성시 남양읍 시청로45번길 23"
"입암초등학교","초등학교","경상북도 영양군 입암면 입암로 162"
"안강여자중학교","중학교","경상북도 경주시 안강읍 화전길 62-8"
"홍익대학교사범대학부속초등학교","초등학교","서울특별시 마포구 성미산로 51"
"합성초등학교","초등학교","경상남도 창원시 마산회원구 합성북16길 75"
"달성고등학교","고등학교","대구광역시 서구 달구벌대로 1725"
"내수초등학교","초등학교","충청북도 청주시 청원구 내수읍 마산1길 114-1"
"경북여자고등학교","고등학교","대구광역시 중구 중앙대로 288"
"구암초등학교","초등학교","경상남도 창원시 마산회원구 구암북19길 153"
"온평초등학교","초등학교","제주특별자치도 서귀포시 성산읍 일주동로 4740"
"토월초등학교","초등학교","경기도 용인시 수지구 수지로296번길 3"
"아화중학교","중학교","경상북도 경주시 서면 아화양지길 41"
"오산고현초등학교","초등학교","경기도 오산시 남부대로 459"
"오산초등학교","초등학교","전라남도 진도군 고군면 진도대로 288"
"군산진포중학교","중학교","전북특별자치도 군산시 진포3길 66"
"산척초등학교","초등학교","충청북도 충주시 산척면 천등박달로 134"
"충주교현초등학교","초등학교","충청북도 충주시 교동2길 15"
"명덕여자중학교","중학교","서울특별시 강서구 강서로47길 34-10"
"대전과학고등학교","고등학교","대전광역시 유성구 과학로 46"
"도포초등학교","초등학교","전라남도 영암군 도포면 줄다리로 117"
"구정초등학교","초등학교","경상북도 포항시 남구 오천읍 구정길 11"
"남산초등학교","초등학교","강원특별자치도 춘천시 남산면 한치로 59"
"성동초등학교","초등학교","충청남도 논산시 성동면 성동로240번길 30"
"인천송천고등학교","고등학교","인천광역시 남동구 앵고개로815번길 59"
"금광초등학교조령분교장","초등학교","경기도 안성시 금광면 사흥길 59"
"연봉초등학교","초등학교","세종특별자치시 연서면 당산로 357-1"
"약사초등학교","초등학교","울산광역시 중구 화합로 478"
"진위초등학교","초등학교","경기도 평택시 진위면 봉남길 49"
"영인중학교","중학교","충청남도 아산시 영인면 아산온천로3번길 17"
"태성중학교","중학교","경기도 용인시 처인구 백옥대로 1059-2"
"인천가석초등학교","초등학교","인천광역시 서구 서달로 174"
"대연초등학교","초등학교","부산광역시 남구 진남로18번길 11"
"고서초등학교","초등학교","전라남도 담양군 고서면 원등1길 7"
"서울청담초등학교","초등학교","서울특별시 강남구 압구정로71길 9"
"웅남초등학교","초등학교","경상남도 창원시 성산구 단정로 75"
"순창중앙초등학교","초등학교","전북특별자치도 순창군 순창읍 장류로 385"
"대전변동중학교","중학교","대전광역시 서구 도산로181번길 39"
"운수초등학교","초등학교","경상북도 고령군 운수면 운용로 118"
"진안중학교","중학교","전북특별자치도 진안군 진안읍 상역로 86"
"신안흑산중학교","중학교","전라남도 신안군 흑산면 흑산일주로 124"
"영운중학교","중학교","경상남도 김해시 인제로284번길 49"
"화원고등학교","고등학교","전라남도 해남군 화원면 신평리길 25-19"
"신창중학교","중학교","제주특별자치도 제주시 한경면 두신로 72"
"관교중학교","중학교","인천광역시 미추홀구 경원대로670번길 19"
"심천중학교","중학교","충청북도 영동군 심천면 초강로 143"
"온남초등학교","초등학교","울산광역시 울주군 온양읍 화산발리로 734"
"천천초등학교","초등학교","경기도 수원시 장안구 정자로42번길 17"
"대구공업고등학교 테크노폴리스 캠퍼스","고등학교","대구광역시 달성군 유가읍 유가길 46"
"반곡초등학교","초등학교","세종특별자치시 시청대로 468"
"한국마사고등학교","고등학교","전북특별자치도 장수군 장계면 명덕길 14"
"백운초등학교","초등학교","부산광역시 남구 동명로 76"
"용이초등학교","초등학교","경기도 평택시 현신7길 36"
"태을초등학교","초등학교","경기도 군포시 산본로 451-49"
"봉명중학교","중학교","충청북도 청주시 흥덕구 백봉로224번길 59"
"한국조형예술고등학교","고등학교","부산광역시 남구 동명로169번길 38"
"미원초등학교","초등학교","경기도 가평군 설악면 신천중앙로120번길 11"
"서진여자고등학교","고등학교","광주광역시 남구 서문대로742번길 20"
"사당중학교","중학교","서울특별시 동작구 사당로9가길 58"
"문현고등학교","고등학교","서울특별시 송파구 충민로 115"
"내혜홀초등학교","초등학교","경기도 안성시 내혜홀3길 29"
"국원초등학교","초등학교","충청북도 충주시 국원초1길 47"
"한얼초등학교","초등학교","경기도 군포시 산본천로 136"
"안양덕현초등학교","초등학교","경기도 안양시 동안구 갈산로 34"
"은산초등학교","초등학교","충청남도 부여군 은산면 충의로 729"
"마산구암고등학교","고등학교","경상남도 창원시 마산회원구 팔용로 220"
"우암초등학교","초등학교","충청북도 청주시 청원구 상당로 204"
"월계고등학교","고등학교","서울특별시 노원구 초안산로5길 66"
"웅동초등학교","초등학교","경상남도 창원시 진해구 마천로 29"
"안동중학교","중학교","경상북도 안동시 태화1길 14"
"증도초등학교","초등학교","전라남도 신안군 증도면 문준경길 218"
"압구정고등학교","고등학교","서울특별시 강남구 압구정로39길 20"
"부원여자중학교","중학교","인천광역시 부평구 부영로 88"
"숭의여자고등학교","고등학교","서울특별시 동작구 여의대방로36길 79"
"주월초등학교","초등학교","광주광역시 서구 화운로 36"
"대방중학교","중학교","경상남도 창원시 성산구 가양로 133"
"괴산고등학교","고등학교","충청북도 괴산군 괴산읍 읍내로 106"
"지촌초등학교지암분교장","초등학교","강원특별자치도 춘천시 사북면 화악지암길 431"
"동삭초등학교","초등학교","경기도 평택시 동삭로 370"
"호반초등학교","초등학교","강원특별자치도 춘천시 후만로126번길 35"
"수북초등학교","초등학교","전라남도 담양군 수북면 추성1로 714"
"현산초등학교현산남분교장","초등학교","전라남도 해남군 현산면 입제길 40"
"백운고등학교","고등학교","경기도 의왕시 내손순환로 136"
"마산초등학교","초등학교","경기도 화성시 송산면 송산포도로 582"
"신동초등학교","초등학교","강원특별자치도 삼척시 신기면 강원남부로 2997"
"양운고등학교","고등학교","부산광역시 해운대구 양운로 176"
"단국대학교부속소프트웨어고등학교","고등학교","서울특별시 강남구 도곡로64길 21"
"화랑초등학교","초등학교","경상북도 경주시 임해로 116"
"한서초등학교","초등학교","강원특별자치도 홍천군 서면 밤벌길2번길 12"
"수산초등학교","초등학교","충청북도 제천시 수산면 지곡로 12"
"서현중학교","중학교","경기도 성남시 분당구 중앙공원로 54-1"
"포항남부초등학교","초등학교","경상북도 포항시 북구 새천년대로 606"
"당동중학교","중학교","경기도 군포시 용호1로21번길 12"
"고령고등학교","고등학교","경상북도 고령군 대가야읍 우륵로 63"
"순심중학교","중학교","경상북도 칠곡군 왜관읍 평장2길 6"
"중앙기독초등학교","초등학교","경기도 수원시 영통구 월드컵로 70"
"마산초등학교용전분교장","초등학교","전라남도 해남군 마산면 산이로 117-69"
"거진중학교","중학교","강원특별자치도 고성군 거진읍 거평로 69"
"냉정초등학교","초등학교","경기도 시흥시 역전로 369"
"계곡초등학교","초등학교","전라남도 해남군 계곡면 성진길 6-37"
"상대원초등학교","초등학교","경기도 성남시 중원구 순환로214번길 16"
"대전화정초등학교","초등학교","대전광역시 대덕구 한밭대로1024번길 20"
"반여중학교","중학교","부산광역시 해운대구 재반로256번길 57-12"
"서원주초등학교","초등학교","강원특별자치도 원주시 남원로469번길 61"
"연천초등학교","초등학교","부산광역시 연제구 과정로225번길 46"
"동계고등학교","고등학교","전북특별자치도 순창군 동계면 강동로 74"
"성신초등학교","초등학교","서울특별시 성북구 북악산로 918"
"군산구암초등학교","초등학교","전북특별자치도 군산시 경암3길 64-1"
"송정서초등학교","초등학교","광주광역시 광산구 상무대로 114"
"서울신방학초등학교","초등학교","서울특별시 도봉구 시루봉로 173"
"추곡초등학교","초등학교","강원특별자치도 춘천시 북산면 북산로 34"
"서울상신초등학교","초등학교","서울특별시 은평구 가좌로 361"
"표선고등학교","고등학교","제주특별자치도 서귀포시 표선면 표선중앙로 22-15"
"봉의고등학교","고등학교","강원특별자치도 춘천시 후석로250번길 22"
"용당초등학교","초등학교","충청남도 부여군 구룡면 용당로2번길 73"
"세화중학교","중학교","제주특별자치도 제주시 구좌읍 일주동로 3132"
"울진남부초등학교","초등학교","경상북도 울진군 울진읍 울진중앙로 52-5"
"모곡초등학교","초등학교","강원특별자치도 홍천군 서면 설밀길 76"
"미원초등학교장락분교장","초등학교","경기도 가평군 설악면 미사리로 588"
"산현초등학교","초등학교","강원특별자치도 원주시 호저면 칠봉로 347"
"기성초등학교","초등학교","경상북도 울진군 기성면 척산2길 24-5"
"대구영선초등학교","초등학교","대구광역시 남구 영선길 96"
"금암초등학교","초등학교","충청남도 계룡시 장안로 104"
"시흥월곶초등학교","초등학교","경기도 시흥시 월곶해안로 69"
"귀인중학교","중학교","경기도 안양시 동안구 귀인로190번길 114"
"금파공업고등학교","고등학교","광주광역시 북구 금호로 80"
"전주한들초등학교","초등학교","전북특별자치도 전주시 완산구 화산천변8길 10"
"광주효동초등학교","초등학교","광주광역시 북구 서양로 99"
"서울미양초등학교","초등학교","서울특별시 강북구 솔샘로 195"
"전동초등학교","초등학교","세종특별자치시 전동면 하노장3길 9"
"인천송빛초등학교","초등학교","인천광역시 연수구 아카데미로343번길 27"
"기성중학교","중학교","경상북도 울진군 기성면 기성본길 58-5"
"광주장원초등학교","초등학교","광주광역시 동구 무등로 533"
"동항초등학교","초등학교","부산광역시 남구 우암로 42"
"무장초등학교","초등학교","전북특별자치도 고창군 무장면 무장초등길 24"
"부천북고등학교","고등학교","경기도 부천시 원미구 삼작로256번길 40"
"가남초등학교","초등학교","충청남도 청양군 비봉면 충절로 1962-7"
"광일중학교","중학교","경기도 광주시 도척면 노곡로 32"
"수주고등학교","고등학교","경기도 부천시 오정구 역곡로 531"
"대전외삼중학교","중학교","대전광역시 유성구 반석동로 75"
"구서초등학교","초등학교","부산광역시 금정구 구서중앙로 35"
"김해수남고등학교","고등학교","경상남도 김해시 율하로 381"
"촉석초등학교","초등학교","경상남도 진주시 평거로 259"
"환일중학교","중학교","서울특별시 중구 환일길 47"
"부구초등학교","초등학교","경상북도 울진군 북면 울진북로 2081"
"상동초등학교","초등학교","경기도 부천시 원미구 부흥로 70"
"대경생활과학고등학교","고등학교","서울특별시 중구 매봉18길 111"
"동광초등학교","초등학교","제주특별자치도 제주시 태성로 6"
"가득초등학교","초등학교","세종특별자치시 세종로 941"
"대광여자고등학교","고등학교","광주광역시 남구 서문대로742번길 13"
"학운초등학교","초등학교","경기도 김포시 양촌읍 황금로70번길 13"
"원종초등학교","초등학교","경기도 부천시 오정구 삼작로410번길 38"
"명서초등학교","초등학교","부산광역시 동래구 명서로 121"
"수영초등학교","초등학교","경기도 화성시 봉담읍 수영로 63"
"김해삼방고등학교","고등학교","경상남도 김해시 신어산길 17"
"전주풍남초등학교","초등학교","전북특별자치도 전주시 완산구 견훤왕궁로 16"
"군남중학교","중학교","경기도 연천군 군남면 진상17길 46"
"사하중학교","중학교","부산광역시 사하구 낙동대로302번길 35"
"안동고등학교","고등학교","경상북도 안동시 강남로 550"
"인천원당고등학교","고등학교","인천광역시 서구 고산로40번길 30"
"전주신동초등학교","초등학교","전북특별자치도 전주시 덕진구 솔내로 211"
"전주동초등학교","초등학교","전북특별자치도 전주시 완산구 물왕멀로 72"
"전주우전중학교","중학교","전북특별자치도 전주시 완산구 쑥고개로 375-28"
"부천중앙초등학교","초등학교","경기도 부천시 원미구 옥산로 30"
"금란초등학교","초등학교","경기도 김포시 고촌읍 장곡로 42"
"이서초등학교","초등학교","경상북도 청도군 이서면 학산2길 56"
"영등포공업고등학교","고등학교","서울특별시 강서구 허준로5길 15"
"다운중학교","중학교","울산광역시 중구 다운로 178"
"부산영선중학교","중학교","부산광역시 영도구 영상길 83"
"영훈고등학교","고등학교","서울특별시 강북구 도봉로13가길 19"
"수원정보과학고등학교","고등학교","경기도 수원시 영통구 동수원로551번길 16"
"세화고등학교","고등학교","서울특별시 서초구 신반포로 56-7"
"광성중학교","중학교","서울특별시 마포구 신수로8길 20"
"금명여자고등학교","고등학교","부산광역시 북구 양달로 101"
"대합초등학교","초등학교","경상남도 창녕군 대합면 창곡길 8"
"인천당하초등학교","초등학교","인천광역시 서구 청마로 144"
"화산중학교","중학교","전북특별자치도 완주군 화산면 화산로 874"
"봉정초등학교","초등학교","충청북도 청주시 흥덕구 월명로140번길 37"
"완주고등학교","고등학교","전북특별자치도 완주군 봉동읍 봉동로 172"
"가촌초등학교","초등학교","경상남도 양산시 물금읍 물금로 139"
"서해삼육고등학교","고등학교","충청남도 홍성군 광천읍 홍남로705번길 23"
"서울신사초등학교","초등학교","서울특별시 은평구 가좌로 275-2"
"감성초등학교","초등학교","세종특별자치시 금남면 감성길 6"
"동림초등학교","초등학교","광주광역시 북구 동림용산로 7"
"무학초등학교","초등학교","광주광역시 남구 월지길 7"
"소초초등학교","초등학교","강원특별자치도 원주시 소초면 평장안골1길 15"
"신하초등학교","초등학교","경기도 이천시 부발읍 경충대로2250번길 12"
"일죽고등학교","고등학교","경기도 안성시 일죽면 서동대로 7446"
"송양중학교","중학교","경기도 의정부시 용민로 308"
"태인초등학교","초등학교","전북특별자치도 정읍시 태인면 동헌길 16"
"한백고등학교","고등학교","경기도 화성시 동탄순환대로26길 21"
"순천승남중학교","중학교","전라남도 순천시 송광면 이읍원동길 10"
"이천송정초등학교","초등학교","경기도 이천시 영창로45번길 165"
"대전대동초등학교","초등학교","대전광역시 동구 대동초등3길 21"
"삼문초등학교","초등학교","경상남도 김해시 번화2로 104"
